Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
1046,RC2527000784,,INDORE,SHIV SHAKTI ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304122412632,31/03/2025,25019344901,971039,NA,NA,2024-04-01 00:00:00,2025-11-12 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
1071,RC2527000784,,INDORE,DS GROUP CENTER,MAIN PCB IRX 220F INFRARED COOKTOP,N304082483143,NA ,2502019994,971039,Dead,NA,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,R1/EC1 FAULTY,R1/EC1,OK,,SW,NileshK,AmitG
1086,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N30402437138,13/02/2025,RAIR01072502610236,971039,Dead,CHHABI RAM PATEL ,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,R9/EC1 FAULTY,R9/EC1,OK,,VS,NileshK,AmitG
1117,RC2527000784,,NA,MAHAVEER ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122497409,2025-02-05 00:00:00,BHOL01062502393825,971039,NA ,NA,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,R9/IC1/L1/EC1/R1/EC1/IC1/L1/R1 FAULTY,R9/IC1/L1/EC1/R1/EC1/IC1/L1/R1,OK,,SW,NileshK,AmitG
1160,RC2527000784,,LKO,SHOEB ELECTRICALS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122495469,NA ,NA ,971039,Dead,NA ,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
1166,RC2527000784,,RANCHI,NK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022579298,21/06/2025,RANI28062502585281,971039,Dead,NA ,2024-05-01 00:00:00,2025-12-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/PCB_LUG FAULTY,EC1/PCB_LUG,OK,,AD,NileshK,AmitG
1226,RC2527000784,,NAGPUR,SHIVAM SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N30401245332,NA ,18072502796292,971039,NA ,DIPAK ,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1257,RC2527000784,,NA  ,AJAY ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012458019,23/06/2024,NA ,971039,NA ,NA,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1290,RC2527000784,,NAGPUR,PREM SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3040324002989,NA  ,NAGR19072502808302,971039,NA ,RAJESH ,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1305,RC2527000784,,NA,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304012540816,20/04/2025,2502705720,971039,NA ,NA,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,BZ FAULTY,BZ,OK,,VS,NileshK,AmitG
1324,RC2527000784,,JABALPUR,PAWAR TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122474205,2025-01-06 00:00:00,JABR15062502441943,971039,NA ,RAJA RAUT ,2024-04-01 00:00:00,17-11-2025,"1 years, 7 months",NA,NA,Fail,Not Working,IC1/IC1 FAULTY,IC1/IC1,OK,,SW,NileshK,AmitG
1330,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304012448405,17/02/2024,RAIR07072502680426,971039,NA ,CHHABI RAM ,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/R1 FAULTY,EC1/R1,OK,,AD,NileshK,AmitG
1335,RC2527000784,,NA   ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304122495713,2025-09-06 00:00:00,2696765,971039,NOT WORKING,NA ,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/R2/PCB_LUG FAULTY,EC1/R2/PCB_LUG,OK,,AD,NileshK,AmitG
1336,RC2527000784,,INDORE,SHRI BALAJI ENTERPISES,MAIN PCB IRX 220F INFRARED COOKTOP,N3040324013163,20/05/2025,502662311,971039,Dead,PRADEEP SHARMA ,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/PCB_LUG/PCB_LUG FAULTY,EC1/PCB_LUG/PCB_LUG,OK,,AD,NileshK,AmitG
1362,RC2527000784,,JABALPUR,PAWAR TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304112430747,29/12/2024,JABR01072502616672,971039,NOT WORKING,RAJA RAUT ,2024-04-01 00:00:00,2025-11-12 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/R1 FAULTY,EC1/R1,OK, ,VS,NileshK,AmitG
1433,RC2527000784,,RAIPUR,PRABHAT ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304072458531,27/08/2024,RAIR30062502603957,971039,Dead,SATEESH RATHORE ,2024-05-01 00:00:00,2025-12-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/VR1 FAULTY,EC1/VR1,OK,,VS,NileshK,AmitG
1459,RC2527000784,,INDORE,GULSHAN EANTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112451667,NA ,2333578,971039,Dead,NA ,2024-01-01 00:00:00,2025-08-11 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,AD,NileshK,AmitG
1466,RC2527000784,,INDORE,AV SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3041124052772,15/05/2025,26414683,971039,NA ,NA ,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,VR1/CX1/F1 FAULTY,VR1/CX1/F1,OK,,AD,NileshK,AmitG
1483,RC2527000784,,NAGPUR,TRAVELS SERVICES ,MAIN PCB IRX 220F INFRARED COOKTOP,N304082482244,NA ,NAGR25052502221956,971039,Dead,SABIR ,2024-11-01 00:00:00,2026-06-01 00:00:00,"1 years, 7 months",NA,NA,Fail,Not Working,EC2/R2 FAULTY,EC2/R2,OK,,SW,NileshK,AmitG
341,RC2527000784,,BBSR,DURGA DEVI ELECTRONIC,MAIN PCB IRX 220F INFRARED COOKTOP,N0304072462409,15/12/2024,BHUR23062502526224,971039,NOT WORKING,NA,2024-07-01 00:00:00,2026-01-06 00:00:00,"1 years, 6 months",NA,NA,Pass,Found OK,NA,,NFF,,SW,NileshK,AmitG
372,RC2527000784,,NA  ,DEEPAK SERVICE CARE,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NOT WORKING,NITESH ,2024-04-01 00:00:00,2025-10-12 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,VR1/R6/R7/R9/PCB_LUG FAULTY,VR1/R6/R7/R9/PCB_LUG,OK,,SW,NileshK,AmitG
396,RC2527000784,,PUNE,SHIV ELECTRICAL ,MAIN PCB IRX 220F INFRARED COOKTOP,N3041224082904,NA,2502596251,971039,Dead,SANTOSH ,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,R1/R2/EC1 FAULTY,R1/R2/EC1,OK,,VS,NileshK,AmitG
508,RC2527000784,,INDORE ,BADONYA SALES ,MAIN PCB IRX 220F INFRARED COOKTOP,N304012546949,NA,2502959918,971039,NOT WORKING,NA,2024-04-01 00:00:00,2025-10-12 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1/IC1/D1/R1 FAULTY,EC1/IC1/D1/R1,OK,,SW,NileshK,AmitG
597,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304012462604,29/10/2024,255061,971039,Dead,HARIUOM ,2024-04-01 00:00:00,2025-10-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1/R1/IC1/L1/R18 FAULTY,EC1/R1/IC1/L1/R18,OK,,SW,NileshK,AmitG
688,RC2527000784,,INDORE,JUNED ELE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082467579,NA,2768297,971039,NA,NA,2024-06-01 00:00:00,2025-12-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,VR1/CX1/EC1/IC1/R1 FAULTY,VR1/CX1/EC1/IC1/R1,OK,,SW,NileshK,AmitG
914,RC2527000784,,NA  ,A1 ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N3040424001210,29/10/2024,2468584,971039,NOT WORKING,RAKESH KUMAR ,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,R2/R9/Z1/EC1/BZ/CX1/VR1/VR2/EC1/R1 FAULTY,R2/R9/Z1/EC1/BZ/CX1/VR1/VR2/EC1/R1,OK,,SW,NileshK,AmitG
921,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122479335,2025-04-01 00:00:00,2502948996,971039,NOT WORKING,RAVIKANT KUMAR  ,2024-05-01 00:00:00,2025-11-10 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,CX1/F1/VR1 FAULTY,CX1/F1/VR1,OK,,SW,NileshK,AmitG
969,RC2527000784,,KANPUR,UNIQ ELECTRIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304022480829,27/07/2024,NA,971039,NA,NA,2024-02-01 00:00:00,2025-08-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
991,RC2527000784,,RAIPUR,AMV,MAIN PCB IRX 220F INFRARED COOKTOP,N304052447895,2023-09-04 00:00:00,RAIR04082502941915,971039,NOT WORKING,NA ,2024-05-01 00:00:00,2025-11-12 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,R1/R18 FAULTY,R1/R18,OK,,SW,NileshK,AmitG
1020,RC2527000784,,JAIPUR,SHREE SANVALIYA ENTERPRISES ,MAIN PCB IRX 220F INFRARED COOKTOP,N30402257973,NA,JAIR16072502778662,971039,Dead,SEETARAMJI ,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
1058,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304082467578,NA ,NA,971039,NA,NA,2024-05-01 00:00:00,2025-11-12 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,R9/EC1/EC2 FAULTY,EC1/EC2,OK,,SW,NileshK,AmitG
1082,RC2527000784,,THANE ,AAISAHEB ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304052451028,27/08/2024,2944392,971039,Dead,GC,2024-05-01 00:00:00,2025-11-12 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,IC1/R1/PCB_LUG FAULTY,IC1/R1/PCB_LUG,OK,,SW,NileshK,AmitG
1094,RC2527000784,,INDORE,RATHORE SMART CARE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082478148,14/10/2024,INDE28062502582377,971039,NA ,VIJAY ,2024-05-01 00:00:00,2025-11-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
1123,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,SW,NileshK,AmitG
1127,RC2527000784,,RANCHI,NK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022571683,2025-02-05 00:00:00,RANI20062502491340,971039,Dead,NA ,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1/R2/IC1/R1 FAULTY,EC1/R2/IC1/R1,OK,,SW,NileshK,AmitG
1206,RC2527000784,,INDORE,AMAN ELECTRICALS DAMOH ,MAIN PCB IRX 220F INFRARED COOKTOP,30409244336,NA ,2697033,971039,Dead,BAFATI SHAH ,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,IC1/EC1 FAULTY,IC1/EC1,OK,,AD,NileshK,AmitG
1275,RC2527000784,,BBSR,SHREE JAGANNATH ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N30412249778,NA ,BHUR10082502990280,971039,NA ,SUSHANT TRIPATHY ,2024-07-01 00:00:00,2026-01-06 00:00:00,"1 years, 6 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1279,RC2527000784,,NA  ,A1 ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N3041024022183,2024-06-12 00:00:00,2450547,971039,NOT WORKING,ALTAMASH ,2024-02-01 00:00:00,2025-08-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1378,RC2527000784,,NAGPUR,GAJANAN ELECTRICAL SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122413403,NA ,NAGR05062502339618,971039,Dead,DNYAMESHWAR ,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,R1/IC1/R9 FAULTY,R1/IC1/R9,OK,,AD,NileshK,AmitG
1379,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,Dead,NA,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,IC1/EC1/EC2/EC4 FAULTY,IC1/EC1/EC2/EC4,OK,,AD,NileshK,AmitG
1389,RC2527000784,,RAIPUR,MAA DURGA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304012464281,NA ,RAIR17062502460535,971039,NA ,DOLA KUMAR SAHU,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
1404,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N3041214071699,2025-01-07 00:00:00,2502335810,971039,NA ,NA,2024-12-01 00:00:00,2026-06-01 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,VR1/VR2/R1/EC1/EC1 FAULTY,VR1/VR2/R1/EC1/EC1,OK,,AD,NileshK,AmitG
1419,RC2527000784,,BBSR,SAI SERVICE CENTER,MAIN PCB IRX 220F INFRARED COOKTOP,N304112454923,19/12/2024,BHUR27012501158496,971039,NOT WORKING,BISWANATH ,2024-02-01 00:00:00,2025-08-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC2 FAULTY,EC2,OK,,AD,NileshK,AmitG
1491,RC2527000784,,AGRA,DEV ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N304012545126,NA ,AGRA15062502438141,971039,Dead,MANOJ KUMAR ,2024-02-01 00:00:00,2025-08-11 00:00:00,"1 years, 6 months",NA,NA,Fail,Not Working,EC1/VR1 FAULYU,EC1/VR1,OK,,AD,NileshK,AmitG
1506,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304012539759,16/06/2025,RAIR04072502644318,971039,Dead,SANJAY KUMAR ,2024-07-01 00:00:00,2026-01-06 00:00:00,"1 years, 6 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
36,RC2527000784,,BNG,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304082470060,22/10/2024,813991,971039,NOT WORKING,NA,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,SW,NileshK,AmitG
91,RC2527000784,,LUCKNOW,PRAYAG ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304072453391,30/12/2024,VARI19082503063550,971039,NOT WORKING,DIPAK ,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/EC2 FAULTY,EC1/EC2,OK,,SW,NileshK,AmitG
99,RC2527000784,,LUCKNOW,SS APPLIANCES,MAIN PCB IRX 220F INFRARED COOKTOP,N304042438101,NA,GORR03009778,971039,Dead,SURAJ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,BZ/EC1/PCB_LUG FAULTY,BZ/EC1/PCB_LUG,OK,,SW,NileshK,AmitG
169,RC2527000784,,INDORE,VAISHNAVI SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3041223035637,23/03/2025,BHOL21062502509105,971039,NOT WORKING,GAURAV,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/U1/Q2/R6/R7/EC5/VR1/VR2/F1/CX1/R9/R2/R10 FAULTY,EC1/U1/Q2/R6/R7/EC5/VR1/VR2/F1/CX1/R9/R2/R10,OK,,SW,NileshK,AmitG
368,RC2527000784,,MUMBAI,YUVRAJ SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082482992,NA,MUMI102082502928059,971039,NOT WORKING,NA,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
394,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304102412794,NA,LUCW1907250280,971039,NOT WORKING,GULAM,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,SW,NileshK,AmitG
418,RC2527000784,,RAIPUR,MAA DURGA SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304012549767,NA,RAIR29072502894718,971039,NOT WORKING,NIRANJAN SAHU,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,BZ/CX1/F1/VR1 FAULTY,BZ/CX1/F1/VR1,OK,,AD,NileshK,AmitG
425,RC2527000784,,VARANASI,ARYAN SOLUTION,MAIN PCB IRX 220F INFRARED COOKTOP,N304122410030,NA,1072502609751,971039,NOT WORKING,MD  JAHANISH ,2024-03-01 00:00:00,2025-08-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
526,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112455803,NA  ,NA ,971039,NOT WORKING,GULAM ,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
556,RC2527000784,,JABALPUR,EEI,MAIN PCB IRX 220F INFRARED COOKTOP,N304012448514,25/12/2025,JABR26052502233624,971039,Dead,RAJNEESH KUMAR ,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
572,RC2527000784,,NA  ,BILASPUR ,MAIN PCB IRX 220F INFRARED COOKTOP,N304112462878,28/06/2025,2819145,971039,Dead,LAXMIKANT ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/U1/EC5/IC1/R1 FAULTY,EC1/U1/EC5/IC1/R1,OK,,SW,NileshK,AmitG
718,RC2527000784,,INDORE,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304122413889,NA,2318854,971039,Dead,MOHD IRFAN ALI,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,R1 FAULTY,R1,OK,,SW,NileshK,AmitG
777,RC2527000784,,LUCKNOW,AYANSHI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30402258004,15/06/2025,GORR03072502631766,971039,NA,SURAJ P GUPTA ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,BZ/EC1/IC1/R1/D1 FAULTY,BZ/EC1/IC1/R1/D1,OK,,SW,NileshK,AmitG
808,RC2527000784,,NAGAPUR,VINOD REWINDERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304112463083,2025-04-02 00:00:00,12072502738903,971039,Dead,NA,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
946,RC2527000784,,PATAN,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112462749,21/01/2025,2502364342,971039,Dead,ANIL KR ,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,CX1/VR1/F1 FAULTY,CX1/VR1/F1,OK,,SW,NileshK,AmitG
1031,RC2527000784,,INDORE,AMAN ELECTRICAL DAMOH,MAIN PCB IRX 220F INFRARED COOKTOP,N304082478001,NA ,2717165,971039,Dead,BAFATI SHAH ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/R1/IC1/EC1 FAULTY,EC1/R1/IC1/EC1,OK,,AD,NileshK,AmitG
1068,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30402251452,NA ,2502593895,971039,Dead,RAJU KR ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,IC1/EC1/EC3/R1/IC1/IC1 FAULTY,IC1/EC1/EC3/R1/IC1/IC1,OK,,VS,NileshK,AmitG
1105,RC2527000784,,PATNA,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA ,971039,NA,NA,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1132,RC2527000784,,PATAN ,JAANVI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,NA ,24/03/2025,2502528697,971039,Dead,RAVI KR ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,R1/EC1/IC1/EC4/EC2/EC3 FAULTY,R1/EC1/IC1/EC4/EC2/EC3,OK,,SW,NileshK,AmitG
1134,RC2527000784,,PATNA,CHANDA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122490322,25/01/2025,2511285,971039,Dead,SOURABH ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC2/EC1/IC1 FAULTY,EC2/EC1/IC1,OK,,SW,NileshK,AmitG
1169,RC2527000784,,PATNA,CHANDA ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304052448486,21/09/2024,2349021,971039,Dead,NA ,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/R1 FAULTY,EC1/R1,OK,,SW,NileshK,AmitG
1216,RC2527000784,,RAIPUR,DK ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304102306717,25/11/2024,RAIR19062502477887,971039,Dead,NA ,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,R6 FAULTY,R6,OK,,VS,NileshK,AmitG
1231,RC2527000784,,BBSR,IMD,MAIN PCB IRX 220F INFRARED COOKTOP,N304082484902,15/12/2024,2456676,971039,NA,NA,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1277,RC2527000784,,RAIPUR,DK ELECTRIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304082471998,18/11/2024,RAIR19062502478383,971039,Dead,NA ,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
1302,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304092488958,30/09/2024,RAIR17062502463251,971039,NA,CHHABI RAM ,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,VS,NileshK,AmitG
1327,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N30410234258,NA ,2502441731,971039,Dead,NA ,2024-07-01 00:00:00,2025-12-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,VS,NileshK,AmitG
1329,RC2527000784,,RAIPUR,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304102305903,29/12/2024,RAIR1706250246083,971039,NOT WORKING,NA ,2024-03-01 00:00:00,2025-08-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/PCB_LUG FAULTY,EC1/PCB_LUG,OK,,AD,NileshK,AmitG
1340,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082484447,28/02/2025,RAIR26042501946541,971039,NA ,SHYAM ,2024-03-01 00:00:00,2025-08-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
1376,RC2527000784,,NAGPUR,GAJANAN ELECTRICAL SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304022577051,2025-03-05 00:00:00,NAGR09072502705636,971039,Dead,NA ,2024-08-01 00:00:00,2026-01-06 00:00:00,"1 years, 5 months",NA,NA,Pass,Found OK,NA,,NFF,,AD,NileshK,AmitG
1387,RC2527000784,,BHAGALPUR,GAYATRI,MAIN PCB IRX 220F INFRARED COOKTOP,N304012534845,24/03/2025,BHAR03062502319924,971039,NA,NA,2024-03-01 00:00:00,2025-08-11 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,EC1/R1/PCB_LUG FAULTY,EC1/R1/PCB_LUG,OK,,AD,NileshK,AmitG
1462,RC2527000784,,RAIPUR,MIRAJ ELE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122401608,15/04/2025,RAIR25062502550048,971039,Dead,SANJEEV ,2025-01-01 00:00:00,2026-06-01 00:00:00,"1 years, 5 months",NA,NA,Fail,Not Working,R1/IC1/IC1/EC1/R1 FAULTY,R1/IC1/IC1/EC1/R1,OK,,AD,NileshK,AmitG
