Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
189,RC2527000784,,KOLKATA 2,BANI ENTEPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092391897,45658,KOL2260625025565440-1,974290,NOT WORKING,PARTHA MONDAL ,44567,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
190,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44934,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
191,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45302,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
192,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44571,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
193,RC2527000784,,KOLKATA ,BANI ENTEPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032419612,15/01/2025,KOL229062502590679-1,974290,NOT WORKING,TANMOY SONAR,45294,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
194,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45293,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
195,RC2527000784,,              NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45297,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
196,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45299,2025-12-02 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
197,RC2527000784,,INDORE,GULSHAN EANTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072384,NA,02842879-1,974290,Dead,NA,44937,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
198,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44933,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
199,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,NA,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
200,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44934,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
201,RC2527000784,,RANCHI,SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010324141039,45637,RA418072502800752-3,974290,NOT WORKING,NA,44572,2025-12-02 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
202,RC2527000784,,SAMASTIPUR,KHUSHI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102397538,19/07/2024,MUZR29052502271235-1,974290,Dead,NA,NA,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
203,RC2527000784,,Bardhaman,KUNDE ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112226086,24/10/2024,2911434-1,974290,NOT WORKING,RAJIB ,NA,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
204,RC2527000784,,PARGANAS,TARA MAA ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,KAL218072502793847-1,974290,NA,NA,45323,2025-12-01 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
205,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112223233,24/10/2024,KOLA03072502637847-1,974290,NOT WORKING,B. DEDNATH,45200,2025-12-13 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
206,RC2527000784,,PATNA,JOPLIUE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,2502627143-1,974290,NA,NA,44835,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
207,RC2527000784,,PATNA,M/S MAHADEVI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112228566,45604,09082502985560-1,974290,NOT WORKING,MUNNA KUMAR,45748,2025-12-09 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
208,RC2527000784,,INDORE,MANVI ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122442074,45993,08082502979384-1,974290,Dead,NA,45627,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
209,RC2527000784,,KOLKATA 2,BANI ENTEPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999072355427,45572,KOL225062502542988-1,974290,NOT WORKING,MAHESWAR MONDAL ,45323,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
210,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999102222018,45662,RANI12072502738425-1,974290,NOT WORKING,DRANACHARYA BHATAL,44866,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
211,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2011032420667,23/11/2024,RAN114072502753829-1,974290,NOT WORKING,NA,45627,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
212,RC2527000784,,PATNA,SHIV SHAKTI ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,B99907230,45577,23025437171,974290,NA,NA,45597,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
213,RC2527000784,,BHOPAL,DISHA ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999072348506,25/05/2025,2832894-1,974290,NOT WORKING,NA,44866,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
214,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010624025950,30/12/2024,503007509-1,974290,Dead,PRADEEP SHARMA,45444,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
215,RC2527000784,,JABALPUR,SALDON ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122435561,45902,JABR24072502849981,974290,Dead,FAZIL KHAN,45627,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
216,RC2527000784,,PATNA,SINGH SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022346944,45484,10062502388228-1,974290,NOT WORKING,RAHUL RAJ,44958,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
217,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,NA,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
218,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44835,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
219,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45597,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
220,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022415021,45393,2502795819-1,974290,Dead,NA,NA,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
221,RC2527000784,,KOLKATA,DOINANDIN,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022416552,NA,28233931,974290,NOT WORKING,SUJIT,45108,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
222,RC2527000784,,PATNA,NANDANI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122238495,14/02/2025,2502866543-1,974290,NOT WORKING,SONU KUMAR,44866,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
223,RC2527000784,,PATNA,PAWAN ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102220285,17/10/2024,RAN107082562968941-1,974290,Dead,SANDIP KUMAR,45323,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
224,RC2527000784,,PATNA,N R S SERVICES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022416264,45720,RANI020725026279198,974290,NOT WORKING,GAWRAV ,45323,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
225,RC2527000784,,RANCHI,N.K ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092390336,22/08/2024,RAN112072502736320,974290,Dead,NA,45139,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
226,RC2527000784,,KOLKATA,CARE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092448777,21/11/2024,KOL216072562778513-1,974290,Dead,LALIT ,44934,2025-11-29 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
227,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20109249337,20/11/2024,2502585661,974290,Dead,NA,45505,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
228,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072436763,45545,2792292-1,974290,NOT WORKING,DEEPAK,45261,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
229,RC2527000784,,PRATAPGARH,COMPUTECH,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20110236213,NA,VARI13072502742175-1,974290,Dead,KISHAN,45748,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
230,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,B2010724039609,30/032024,2793819-1,974290,Dead,ASHVR,45474,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
231,RC2527000784,,KOLKATA,AROHI,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,KOLA13082503013818-1,974290,NOT WORKING,RANIDUL ITOSSAIN,NA,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
232,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45505,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
233,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45323,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
234,RC2527000784,,RANCHI,SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122411241,19/01/2025,RALI1707250279257-1,974290,NOT WORKING,NA,45474,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
235,RC2527000784,,KOLKATA,CARE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20110232842,45658,KOL2176725027831747,974290,NOT WORKING,LALLIT ,45297,2025-02-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
236,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45108,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
237,RC2527000784,,NA,SHIV SHAKTI ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201002431859,45599,2502970062,974290,NA,NA,NA,2025-11-29 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
238,RC2527000784,,INDORE,DS GROUP CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032422296,NA,250267403-1,974290,Dead,NA,45597,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
239,RC2527000784,,RANCHI,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20162200670,22/03/2025,RAN121072502823870-1,974290,Dead,NA,45323,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
240,RC2527000784,,INDORE,SHREE SAI CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,2502808121,974290,Dead,NA,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
241,RC2527000784,,PATNA,MISHRA SALES & SERVICES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072442866,45547,MUZR14082503023093-1,974290,Dead,SAGAR KUMAR,45474,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
242,RC2527000784,,JAMSHEDPUR,KARUNA SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072359868,18/09/2024,2826888-1,974290,NOT WORKING,GOUR,45200,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
243,RC2527000784,,JABALPUR,ADARSH ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032418555,NA,JABR04082502946522-1,974290,Dead,HARSH KUSHWAHA,45627,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
244,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,B201032417604,NA,KOLA11072502728142-1,974290,NOT WORKING,KOSH,45352,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
245,RC2527000784,,RAIPUR,PRABHAT ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072442535,15/02/2025,RAIR15072502766487-1,974290,NOT WORKING,SATEESH RATHOR,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
246,RC2527000784,,PATNA,VINOD ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102304669,45996,PATA01072502618256-1,974290,NOT WORKING,NILESH KUMAR,45200,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
247,RC2527000784,,KOLKATA,SAI SERVICE CENTER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102301448,23/02/2025,BHUR15072502760936-1,974290,NOT WORKING,NA,44571,2025-11-29 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
248,RC2527000784,,KOLKATA,DOINANDIN,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032421921,45571,2418246,974290,NOT WORKING,SUJIT,45293,2025-11-29 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
249,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999082368842,45748,29884111,974290,NA,NA,44934,2025-11-29 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
250,RC2527000784,,NA,SAGAR ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092402246,NA,4072502654245,974290,NA,NA,44936,2025-11-29 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED/LED,OK,,SP,RevatiJ,AmitG
251,RC2527000784,,INDORE,BADONIYA SALES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092385928,NA,2502022415-1,974290,Dead,NA,45170,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13/LED,OK,,VS,RevatiJ,AmitG
